ts,client_ip,delivery_service,protocol,url,edge_status,mid_status,edge_cache_name,edge_cache_hit,ttms_ms,upstream_bytes,user_agent
2026-01-20T16:00:08.871338844,73.84.128.145,live,http1,http://edge-usw2-sjc/live/asset150/seg-01080.ts,200,200,edge-usw2-sjc-07,HIT,175,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:08.928475142,94.160.26.67,vod,http2,http://edge-use1-iad/vod/asset775/chunk_71.m4s,200,200,edge-use1-iad-01,HIT,154,49774,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:09.066974640,227.121.12.161,live,http1,http://edge-use1-iad/live/asset114/seg-01955.ts,200,200,edge-use1-iad-05,MISS,22,12636,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:09.143474817,45.217.161.235,vod,http2,http://edge-use1-iad/vod/asset795/chunk_54.m4s,200,200,edge-use1-iad-07,MISS,51,22874,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:09.634574890,152.197.212.236,live,http1,http://edge-usw2-sjc/live/asset207/seg-02327.ts,200,200,edge-usw2-sjc-01,HIT,94,23103,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:10.134042025,147.205.103.159,vod,http2,http://edge-use1-iad/vod/asset727/chunk_109.m4s,200,200,edge-use1-iad-03,HIT,124,45619,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:10.258249997,186.125.29.175,live,http2,http://edge-usw2-sjc/live/asset126/seg-01282.ts,200,200,edge-usw2-sjc-03,HIT,165,59437,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:10.438073397,95.128.40.241,vod,http2,http://edge-use1-iad/vod/asset775/chunk_101.m4s,200,200,edge-use1-iad-07,HIT,171,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:10.692095518,44.82.66.52,live,http2,http://edge-usw2-sjc/live/asset151/seg-00818.ts,200,200,edge-usw2-sjc-03,HIT,83,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:11.251751422,139.194.225.201,vod,http2,http://edge-usw2-sjc/vod/asset785/chunk_12.m4s,200,200,edge-usw2-sjc-06,MISS,202,27708,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:11.759595394,138.132.218.1,vod,http1,http://edge-usw2-sjc/vod/asset783/chunk_1.m4s,304,200,edge-usw2-sjc-03,HIT,133,89903,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:12.557989120,175.69.188.5,vod,http1,http://edge-usw2-sjc/vod/asset754/chunk_118.m4s,200,200,edge-usw2-sjc-05,HIT,159,27337,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:12.740431309,172.69.134.173,live,http1,http://edge-usw2-sjc/live/asset174/seg-01558.ts,200,200,edge-usw2-sjc-05,HIT,129,79502,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:12.830285788,216.10.134.17,vod,http2,http://edge-use1-iad/vod/asset737/chunk_23.m4s,206,200,edge-use1-iad-08,HIT,123,81511,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:13.301133871,169.32.82.111,live,http1,http://edge-use1-iad/live/asset193/seg-02093.ts,200,200,edge-use1-iad-08,HIT,134,105048,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:13.415101528,109.199.222.193,vod,http2,http://edge-usw2-sjc/vod/asset772/chunk_15.m4s,200,200,edge-usw2-sjc-10,HIT,152,80352,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:13.541912079,58.236.20.231,live,http1,http://edge-use1-iad/live/asset144/seg-00311.ts,200,200,edge-use1-iad-10,HIT,88,90534,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:14.407403469,113.11.31.61,live,http1,http://edge-use1-iad/live/asset197/seg-01303.ts,200,200,edge-use1-iad-05,HIT,122,62184,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:14.721449375,222.8.202.52,live,http1,http://edge-usw2-sjc/live/asset127/seg-01348.ts,200,200,edge-usw2-sjc-09,HIT,128,4224,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:14.820909262,221.118.165.76,live,http1,http://edge-use1-iad/live/asset159/seg-00662.ts,200,200,edge-use1-iad-02,HIT,60,56123,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:15.834502697,12.229.211.82,vod,http2,http://edge-usw2-sjc/vod/asset738/manifest.mpd,200,200,edge-usw2-sjc-04,HIT,100,35268,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:16.484490156,19.21.105.40,vod,http2,http://edge-use1-iad/vod/asset762/chunk_75.m4s,206,200,edge-use1-iad-10,HIT,153,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:16.718911171,55.81.86.62,live,http2,http://edge-use1-iad/live/asset169/seg-00511.ts,200,200,edge-use1-iad-03,HIT,123,43898,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:16.763374567,137.89.158.221,live,http2,http://edge-use1-iad/live/asset179/seg-01049.ts,200,200,edge-use1-iad-05,HIT,15,31995,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:17.043818712,145.214.183.166,live,http2,http://edge-use1-iad/live/asset129/seg-00914.ts,200,200,edge-use1-iad-07,HIT,137,62675,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:17.109334707,252.33.91.82,live,http2,http://edge-usw2-sjc/live/asset213/seg-01626.ts,200,200,edge-usw2-sjc-05,HIT,142,54270,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:17.285513401,119.185.86.185,vod,http1,http://edge-use1-iad/vod/asset752/chunk_100.m4s,200,200,edge-use1-iad-03,HIT,104,52254,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:17.581328630,31.124.79.210,live,http1,http://edge-use1-iad/live/asset165/seg-01493.ts,206,200,edge-use1-iad-07,HIT,148,23434,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:17.612968683,251.247.2.131,live,http2,http://edge-use1-iad/live/asset111/seg-01764.ts,200,200,edge-use1-iad-09,HIT,134,33279,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:17.694628,122.12.118.98,live,http2,http://edge-use1-iad/live/asset144/seg-00907.ts,200,200,edge-use1-iad-08,HIT,135,121648,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:17.823451281,123.191.43.251,vod,http1,http://edge-usw2-sjc/vod/asset796/chunk_49.m4s,206,200,edge-usw2-sjc-09,HIT,264,38267,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:18.331936836,149.149.75.215,live,http2,http://edge-usw2-sjc/live/asset101/seg-02062.ts,200,200,edge-usw2-sjc-05,HIT,195,14236,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:18.808170319,225.133.45.218,live,http2,http://edge-usw2-sjc/live/asset204/seg-02080.ts,200,200,edge-usw2-sjc-06,HIT,33,66850,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:18.919198990,9.189.90.53,vod,http1,http://edge-usw2-sjc/vod/asset725/chunk_21.m4s,200,200,edge-usw2-sjc-03,HIT,47,42968,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:18.940942287,189.75.247.64,vod,http1,http://edge-usw2-sjc/vod/asset819/manifest.mpd,200,200,edge-usw2-sjc-01,HIT,190,132807,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:19.420423746,50.103.52.165,live,http2,http://edge-usw2-sjc/live/asset175/seg-00470.ts,200,200,edge-usw2-sjc-08,HIT,15,94227,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:19.444778442,174.128.43.113,live,http2,http://edge-use1-iad/live/asset111/seg-01889.ts,200,200,edge-use1-iad-09,HIT,103,36474,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:19.457962036,118.11.58.235,live,http1,http://edge-use1-iad/live/asset218/seg-00307.ts,304,200,edge-use1-iad-06,HIT,87,49411,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:20.405105352,175.146.165.185,live,http2,http://edge-usw2-sjc/live/asset203/seg-00516.ts,200,200,edge-usw2-sjc-06,HIT,192,61342,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:20.698201656,143.180.95.246,live,http2,http://edge-usw2-sjc/live/asset213/seg-00523.ts,200,200,edge-usw2-sjc-06,HIT,93,44051,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:20.724415541,69.89.110.79,vod,http1,http://edge-use1-iad/vod/asset750/chunk_66.m4s,200,200,edge-use1-iad-09,HIT,87,2498,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:20.853831768,57.175.93.96,vod,http1,http://edge-use1-iad/vod/asset723/chunk_15.m4s,200,200,edge-use1-iad-07,HIT,144,41593,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:20.893383026,97.251.128.215,live,http2,http://edge-use1-iad/live/asset127/seg-00157.ts,200,200,edge-use1-iad-04,HIT,84,57879,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:20.991809607,71.85.57.50,live,http2,http://edge-use1-iad/live/asset210/seg-00967.ts,200,200,edge-use1-iad-03,MISS,125,70893,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:22.287361145,125.159.86.48,vod,http1,http://edge-usw2-sjc/vod/asset712/chunk_13.m4s,200,200,edge-usw2-sjc-10,HIT,63,19538,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:22.647365570,16.241.223.91,live,http1,http://edge-usw2-sjc/live/asset202/seg-01795.ts,304,200,edge-usw2-sjc-08,HIT,167,57365,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:23.172057390,89.144.101.29,live,http2,http://edge-use1-iad/live/asset114/seg-01348.ts,200,200,edge-use1-iad-01,HIT,70,30948,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:23.237931252,18.160.47.73,live,http2,http://edge-usw2-sjc/live/asset217/seg-01423.ts,200,200,edge-usw2-sjc-07,HIT,103,53893,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:23.363217592,132.154.103.63,live,http1,http://edge-usw2-sjc/live/asset209/seg-01695.ts,200,200,edge-usw2-sjc-07,HIT,36,74328,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:23.551232815,49.82.172.88,live,http2,http://edge-use1-iad/live/asset153/seg-00218.ts,200,200,edge-use1-iad-08,MISS,157,33349,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:23.603544235,45.15.160.204,live,http1,http://edge-usw2-sjc/live/asset118/seg-00197.ts,200,200,edge-usw2-sjc-01,HIT,104,82686,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:24.169527292,86.85.210.120,live,http1,http://edge-usw2-sjc/live/asset192/seg-00985.ts,206,200,edge-usw2-sjc-07,HIT,143,36352,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:24.281514406,114.106.140.45,live,http1,http://edge-use1-iad/live/asset157/manifest.m3u8,206,200,edge-use1-iad-09,HIT,146,113215,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:25.068868160,169.86.183.233,vod,http1,http://edge-usw2-sjc/vod/asset722/chunk_72.m4s,200,200,edge-usw2-sjc-07,HIT,158,32341,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:25.171683550,169.191.78.59,vod,http1,http://edge-use1-iad/vod/asset777/chunk_77.m4s,200,200,edge-use1-iad-04,HIT,145,18231,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:25.488773346,80.165.145.40,live,http2,http://edge-use1-iad/live/asset189/seg-01307.ts,200,200,edge-use1-iad-01,HIT,141,87750,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:25.493681908,217.94.1.148,live,http1,http://edge-use1-iad/live/asset164/seg-01940.ts,200,200,edge-use1-iad-10,HIT,143,40813,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:25.860661030,83.221.200.127,live,http1,http://edge-usw2-sjc/live/asset112/seg-01835.ts,200,200,edge-usw2-sjc-06,MISS,148,72588,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:26.114230394,96.48.154.13,live,http1,http://edge-usw2-sjc/live/asset189/seg-01016.ts,200,200,edge-usw2-sjc-04,HIT,114,0,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:26.507123946,208.233.229.141,live,http1,http://edge-use1-iad/live/asset128/seg-02233.ts,200,200,edge-use1-iad-06,HIT,152,53298,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:26.520668983,26.26.192.170,live,http2,http://edge-use1-iad/live/asset153/seg-00067.ts,200,200,edge-use1-iad-10,HIT,139,71581,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:26.573899269,196.129.39.240,live,http1,http://edge-use1-iad/live/asset121/seg-01473.ts,200,200,edge-use1-iad-01,HIT,174,33817,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:27.055001259,196.126.59.128,vod,http2,http://edge-use1-iad/vod/asset742/chunk_80.m4s,200,200,edge-use1-iad-07,HIT,107,60584,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:27.197381258,230.7.130.41,live,http1,http://edge-use1-iad/live/asset188/seg-02289.ts,200,200,edge-use1-iad-09,HIT,84,0,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:27.267383099,16.133.140.3,vod,http2,http://edge-use1-iad/vod/asset704/chunk_55.m4s,206,200,edge-use1-iad-07,HIT,91,31911,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:28.498432398,227.51.208.52,vod,http2,http://edge-usw2-sjc/vod/asset706/chunk_99.m4s,200,200,edge-usw2-sjc-01,HIT,196,71567,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:28.505460024,48.224.116.173,vod,http1,http://edge-use1-iad/vod/asset787/chunk_88.m4s,200,200,edge-use1-iad-06,MISS,86,96129,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:28.933391094,142.130.84.115,vod,http2,http://edge-use1-iad/vod/asset743/chunk_42.m4s,200,200,edge-use1-iad-07,HIT,172,54745,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:29.500973224,61.12.151.64,live,http1,http://edge-usw2-sjc/live/asset197/seg-01801.ts,200,200,edge-usw2-sjc-05,HIT,54,42519,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:29.999336004,245.105.48.145,vod,http1,http://edge-usw2-sjc/vod/asset727/chunk_29.m4s,200,200,edge-usw2-sjc-01,HIT,45,37659,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:30.507271528,47.183.159.169,vod,http2,http://edge-use1-iad/vod/asset811/chunk_2.m4s,200,200,edge-use1-iad-04,HIT,184,31711,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:30.770316601,123.79.235.247,vod,http2,http://edge-usw2-sjc/vod/asset756/chunk_56.m4s,200,200,edge-usw2-sjc-09,HIT,146,18350,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:30.902779102,62.197.93.71,vod,http1,http://edge-usw2-sjc/vod/asset777/chunk_109.m4s,200,200,edge-usw2-sjc-10,HIT,85,64397,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:31.124660254,10.211.226.149,live,http1,http://edge-use1-iad/live/asset204/seg-00474.ts,200,200,edge-use1-iad-07,HIT,170,78959,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:31.319092989,202.44.55.188,live,http1,http://edge-use1-iad/live/asset217/seg-00312.ts,200,200,edge-use1-iad-08,MISS,171,31027,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:32.028102398,49.85.233.163,vod,http1,http://edge-usw2-sjc/vod/asset779/chunk_59.m4s,200,200,edge-usw2-sjc-08,HIT,60,77331,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:00:32.828121424,208.227.234.158,vod,http2,http://edge-usw2-sjc/vod/asset810/chunk_108.m4s,200,200,edge-usw2-sjc-08,HIT,61,52016,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:32.967190981,67.154.58.175,live,http2,http://edge-usw2-sjc/live/asset176/seg-02281.ts,200,200,edge-usw2-sjc-03,HIT,18,124519,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:00:33.144711494,124.59.252.122,vod,http1,http://edge-usw2-sjc/vod/asset712/manifest.mpd,200,200,edge-usw2-sjc-05,HIT,99,0,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:00:33.195525169,180.65.54.27,vod,http1,http://edge-use1-iad/vod/asset784/chunk_8.m4s,200,200,edge-use1-iad-07,HIT,162,16723,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:00:33.441712379,24.124.30.246,vod,http1,http://edge-use1-iad/vod/asset764/chunk_101.m4s,200,200,edge-use1-iad-04,HIT,169,117542,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
